UTown,1.299993,103.7756433
PGP,1.2908867,103.7804937
RVR,1.2982511,103.7762048
Kuok Foundation House,1.3003933,103.7736177
Raffles Hall,1.3003933,103.7736177
Sheares Hall,1.2913277,103.7756624
Kent Ridge Hall,1.2917197,103.7745243
Temasek Hall,1.2928791,103.7712933s
Eusoff Hall,1.2932556,103.7714886
King Edward VII Hall,1.2923505,103.7809151
